50, 0.000301, 19.999772, 21.250000, 0.012039, 0.240782, 4.815642, 3.141604, 
50, 0.001552, 19.998522, 21.250000, 0.025019, 0.259591, 0.376182, 3.141667, 
50, 0.004367, 19.995707, 21.250000, 0.056294, 0.625516, 7.318494, 3.141808, 
50, 0.009371, 19.990702, 21.249998, 0.100087, 0.875860, 5.006888, 3.142060, 
50, 0.017191, 19.982882, 21.249993, 0.156408, 1.126417, 5.011138, 3.142454, 
50, 0.028455, 19.971618, 21.249980, 0.225275, 1.377324, 5.018133, 3.143026, 
50, 0.043791, 19.956283, 21.249952, 0.306712, 1.628754, 5.028614, 3.143809, 
50, 0.063829, 19.936245, 21.249897, 0.400758, 1.880923, 5.043378, 3.144843, 
50, 0.089202, 19.910872, 21.249798, 0.507463, 2.134089, 5.063305, 3.146168, 
50, 0.120546, 19.879528, 21.249628, 0.626891, 2.388558, 5.089390, 3.147831, 
50, 0.158503, 19.841573, 21.249353, 0.759126, 2.644697, 5.122787, 3.149881, 
50, 0.203716, 19.796361, 21.248922, 0.904273, 2.902942, 5.164882, 3.152379, 
50, 0.256525, 19.743556, 21.248274, 1.056173, 3.037997, 2.701104, 3.155371, 
50, 0.316957, 19.683131, 21.247335, 1.208652, 3.049580, 0.231664, 3.158898, 
50, 0.385048, 19.615053, 21.246018, 1.361816, 3.063295, 0.274308, 3.163004, 
50, 0.460838, 19.539285, 21.244217, 1.515785, 3.079368, 0.321455, 3.167743, 
50, 0.544372, 19.455785, 21.241807, 1.670689, 3.098075, 0.374143, 3.173179, 
50, 0.635706, 19.364507, 21.238642, 1.826676, 3.119756, 0.433607, 3.179382, 
50, 0.734902, 19.265395, 21.234547, 1.983917, 3.144822, 0.501334, 3.186437, 
50, 0.842032, 19.158392, 21.229320, 2.142606, 3.173778, 0.579109, 3.194440, 
50, 0.957180, 19.043433, 21.222721, 2.302968, 3.207232, 0.669078, 3.203502, 
50, 1.080444, 18.920447, 21.214470, 2.465264, 3.245922, 0.773807, 3.213753, 
50, 1.211934, 18.789355, 21.204238, 2.629801, 3.290739, 0.896347, 3.225342, 
50, 1.351781, 18.650077, 21.191637, 2.796939, 3.342753, 1.040277, 3.238443, 
50, 1.500136, 18.502527, 21.176209, 2.967101, 3.403239, 1.209717, 3.253257, 
50, 1.657175, 18.346616, 21.157417, 3.140786, 3.473701, 1.409241, 3.270020, 
50, 1.823104, 18.182260, 21.134623, 3.318580, 3.555882, 1.643621, 3.289005, 
50, 1.997829, 18.009711, 21.107127, 3.494511, 3.518631, -0.745032, 3.310490, 
50, 2.180951, 17.829577, 21.074186, 3.662436, 3.358492, -3.202768, 3.334744, 
50, 2.372086, 17.642507, 21.034972, 3.822704, 3.205366, -3.062528, 3.362060, 
50, 2.570866, 17.449220, 20.988569, 3.975593, 3.057767, -2.951973, 3.392748, 
50, 2.776928, 17.250521, 20.933978, 4.121234, 2.912823, -2.898892, 3.427130, 
50, 2.989904, 17.047342, 20.870127, 4.259516, 2.765649, -2.943471, 3.465517, 
50, 3.209401, 16.840778, 20.795895, 4.389949, 2.608663, -3.139727, 3.508191, 
50, 3.434976, 16.632133, 20.710154, 4.511498, 2.430982, -3.553616, 3.555362, 
50, 3.666096, 16.422964, 20.611843, 4.622412, 2.218270, -4.254248, 3.607124, 
50, 3.902101, 16.215107, 20.500068, 4.720089, 1.953549, -5.294404, 3.663399, 
50, 4.142154, 16.010681, 20.374229, 4.801070, 1.619607, -6.678846, 3.723875, 
50, 4.384841, 15.812330, 20.234395, 4.853732, 1.053253, -11.327073, 3.787868, 
50, 4.628519, 15.622757, 20.081290, 4.873560, 0.396558, -13.133917, 3.854387, 
50, 4.871739, 15.444242, 19.916097, 4.864406, -0.183093, -11.593012, 3.922301, 
50, 5.112948, 15.278753, 19.740612, 4.824180, -0.804511, -12.428360, 3.990339, 
50, 5.350583, 15.127752, 19.557121, 4.752694, -1.429711, -12.503997, 4.057216, 
50, 5.583168, 14.992084, 19.368203, 4.651699, -2.019917, -11.804112, 4.121765, 
50, 5.809390, 14.871949, 19.176516, 4.524444, -2.545102, -10.503717, 4.183038, 
50, 6.028138, 14.766976, 18.984601, 4.374956, -2.989756, -8.893073, 4.240354, 
50, 6.238503, 14.676353, 18.794757, 4.207297, -3.353175, -7.268381, 4.293303, 
50, 6.439754, 14.598968, 18.608979, 4.025018, -3.645588, -5.848250, 4.341716, 
50, 6.631298, 14.533549, 18.428952, 3.830878, -3.882796, -4.744174, 4.385604, 
50, 6.812638, 14.478771, 18.256084, 3.626799, -4.081580, -3.975671, 4.425108, 
50, 6.983688, 14.433241, 18.091204, 3.421018, -4.115613, -0.680662, 4.460519, 
50, 7.144734, 14.395604, 17.934618, 3.220916, -4.002050, 2.271267, 4.492218, 
