50, 7.296048, 14.364671, 17.786499, 3.026285, -3.892607, 2.188848, 4.520571, 
50, 7.437884, 14.339411, 17.646930, 2.836718, -3.791351, 2.025130, 4.545916, 
50, 7.570471, 14.318933, 17.515935, 2.651727, -3.699813, 1.830747, 4.568558, 
50, 7.694011, 14.302471, 17.393496, 2.470809, -3.618354, 1.629196, 4.588769, 
50, 7.808685, 14.289363, 17.279574, 2.293477, -3.546650, 1.434067, 4.606789, 
50, 7.914649, 14.279045, 17.174114, 2.119276, -3.484027, 1.252458, 4.622826, 
50, 8.012038, 14.271028, 17.077055, 1.947793, -3.429657, 1.087399, 4.637061, 
50, 8.100971, 14.264897, 16.988333, 1.778659, -3.382681, 0.939532, 4.649652, 
50, 8.181549, 14.260292, 16.907888, 1.611545, -3.342275, 0.808115, 4.660733, 
50, 8.253857, 14.256910, 16.835659, 1.446160, -3.307688, 0.691746, 4.670420, 
50, 8.317969, 14.254490, 16.771592, 1.282248, -3.278252, 0.588710, 4.678810, 
50, 8.373948, 14.252812, 16.715639, 1.119578, -3.253390, 0.497239, 4.685986, 
50, 8.421845, 14.251692, 16.667754, 0.957948, -3.232610, 0.415598, 4.692019, 
50, 8.462034, 14.250974, 16.627572, 0.803776, -3.083443, 2.983356, 4.697005, 
50, 8.495209, 14.250531, 16.594400, 0.663491, -2.805697, 5.554918, 4.701070, 
50, 8.522055, 14.250271, 16.567555, 0.536934, -2.531130, 5.491332, 4.704326, 
50, 8.543253, 14.250127, 16.546357, 0.423958, -2.259524, 5.432120, 4.706876, 
50, 8.559476, 14.250054, 16.530135, 0.324448, -1.990208, 5.386327, 4.708815, 
50, 8.571391, 14.250020, 16.518219, 0.238316, -1.722627, 5.351625, 4.710233, 
50, 8.579666, 14.250006, 16.509944, 0.165500, -1.456323, 5.326078, 4.711214, 
50, 8.584964, 14.250001, 16.504647, 0.105954, -1.190921, 5.308036, 4.711840, 
50, 8.587947, 14.250000, 16.501664, 0.059648, -0.926119, 5.296029, 4.712193, 
50, 8.589275, 14.250000, 16.500336, 0.026564, -0.661682, 5.288750, 4.712349, 
50, 8.589609, 14.250000, 16.500001, 0.006692, -0.397434, 5.284961, 4.712389, 
50, 8.589611, 14.250000, 16.500000, 0.000029, -0.133259, 5.283490, 4.712389, 
50, 8.589611, 14.250000, 16.500000, 0.000000, -0.000590, 2.653394, 4.712389, 
